study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
8,93,8.7,7.4,2,42,61.94
18,78,6,5.7,4,51,79.01
13,57,7.7,5.6,8,68,83.62
20,86,6.3,4.3,2,77,93.85
16,61,7.2,6.1,8,46,83.14
4,93,7,2.6,1,86,74.59
15,86,6.7,6.9,10,39,86.58
10,73,6.7,6.8,7,40,65.44
11,88,6.9,3.7,4,72,84.41
9,90,8.6,4.8,2,96,90.26
17,46,4.4,7.5,10,33,66.5
17,61,7.8,8.6,1,40,60.65
20,71,8.2,1.7,5,31,83.94
1,87,8,6.9,9,51,70.15
15,69,6.9,4.3,2,84,86.83
19,53,5.1,8.1,1,70,72.9
18,88,4.1,7.5,0,70,70.76
13,41,7.7,2.1,9,60,84.14
3,40,5.2,8.7,2,90,50.13
11,62,4.6,7.5,0,37,47.1
11,92,6.7,1.9,8,45,75.75
11,43,8.4,3.7,7,56,70.24
11,99,7.5,8.1,7,56,78.5
13,48,8.6,1.7,5,95,91.77
13,76,5.2,4.2,9,37,77.59
11,74,5.6,8.9,6,41,60.82
10,68,7.3,1.8,5,79,85.4
8,77,6.4,2.7,5,44,60.05
10,55,6,7.1,0,47,51.71
8,70,6.4,5.1,2,99,77.21
13,66,4,9.2,4,52,61.45
13,91,5.3,1.6,10,82,96.73
4,79,9,5.2,5,56,62.77
10,66,8.1,1.4,5,45,63.27
18,74,4,5.4,3,31,61.07
16,66,5,2.2,8,43,76.26
9,83,5.4,2,9,59,83.23
7,99,4.1,4.7,0,83,68.61
9,84,7.8,9.3,9,30,67.2
6,72,6.7,8.7,9,95,83.59
9,95,5.6,9.6,1,60,64.54
11,74,7.7,5.1,7,45,71.98
7,41,7.2,4.8,8,45,63.66
13,93,8.2,3.4,0,55,68.85
7,77,6.5,5.7,1,94,71.57
18,70,6.2,7.7,8,58,87.83
7,65,5.4,5.3,0,62,47.86
1,78,4.1,9.2,5,54,49.47
14,41,4.9,2.1,2,74,66.2
6,42,8.6,1.6,2,59,60.95
20,42,7.6,4.2,7,47,73.71
9,44,4.1,7.4,7,64,58.22
7,50,5.4,10,3,100,67.8
2,79,6.4,6.5,1,48,41.06
9,74,8.8,1.3,8,90,90.67
13,56,8.3,6.2,3,53,61.19
3,71,8.2,8.1,2,67,49.36
7,51,6.1,2,9,36,57.2
10,64,6.6,1.9,6,57,67.62
1,49,6.7,5,10,51,53.86
5,89,4.2,6.4,3,80,71.71
14,86,4.7,6.1,3,82,86.94
19,41,4,5.2,9,70,80.51
4,71,5.2,4,9,31,52.5
15,53,7.1,1.8,0,87,73.33
3,46,5,8.3,9,35,50.42
16,96,4.4,4.5,2,53,69.82
9,60,8.4,7.4,4,82,76.29
16,47,6.8,5.9,1,90,80.22
15,56,5.5,4.7,2,58,69.11
10,94,7.9,9.1,2,76,69.41
13,40,4.7,2.6,9,64,81
5,86,8.6,7,0,64,55.58
15,91,8.2,8.9,6,32,68.69
6,66,7.2,4.2,1,58,60.42
16,66,4.4,5.2,4,33,68.23
5,57,8.7,8.4,5,99,72.6
13,42,4.7,2,10,44,71.08
18,77,8.6,1.8,6,99,100
10,86,7,5.8,6,62,76.85
14,90,8.4,9.8,10,83,94.5
15,64,9,9.2,8,97,93.73
15,56,4.1,7.7,7,41,71.24
4,76,4.2,3.6,9,46,59.67
10,42,4.3,6.1,8,55,62.88
5,93,5,3.9,3,65,65.93
17,67,5.4,9.5,0,94,72.72
8,76,8.8,4.7,4,85,75.91
1,50,4.3,2.5,7,48,55.65
12,97,5.6,8.9,3,30,53.4
1,75,6.6,3.2,4,81,65.61
19,47,7.1,1,8,41,77.23
4,65,8,1.2,1,79,65.26
5,92,5.2,7.2,3,88,74.25
19,83,6.7,8,7,35,77.35
18,90,7.7,3.7,1,100,96.34
9,64,5.2,1.5,9,95,89.37
8,55,6.2,9,3,87,60.58
4,73,8.4,3.9,10,77,85.56
11,72,4.7,6.2,4,49,68.01
7,80,5.3,8.6,0,38,41.82
11,88,5.2,4.7,0,87,72.7
19,78,7,3.6,4,81,93.18
5,85,4.3,1.5,2,64,66.98
1,91,4.7,7.9,1,94,57.62
5,81,5.1,5,4,30,45.46
13,49,4.2,4.1,1,93,69.23
11,97,4.7,3,5,54,74.93
6,100,8.7,4.1,7,32,62.64
3,50,7.1,9.9,8,47,52.64
11,46,6.7,7.2,1,52,55.28
11,62,6.8,3.6,6,44,71.96
2,69,7,3,4,84,66.95
2,45,4.6,3.2,2,88,51.21
3,86,8.4,9.2,3,46,52.69
14,44,5.8,2.1,10,63,89.42
12,40,6.5,4.9,5,58,70.57
9,59,5.9,1.4,4,52,68.26
15,66,8.9,8.7,4,79,85.28
1,46,7.1,4,0,76,47.91
7,86,5.5,8.6,4,60,61
14,45,6.5,4.7,2,50,65.03
4,87,7.4,8.4,10,53,70.16
1,72,6,4.8,6,74,69.88
13,100,4.8,2.2,1,86,89.27
14,94,6.7,5.6,4,67,82.22
3,82,4.8,1.5,3,76,60.44
14,99,4.5,5.6,8,91,100
5,48,5.2,8.8,3,69,45.78
14,96,7.7,4.4,2,44,67.65
11,90,7.2,8.6,9,75,84.8
9,76,7.9,1.2,6,65,83.59
3,89,4.6,7,9,93,85.56
18,75,4.4,2.3,3,30,71.62
14,54,5.5,4,9,66,83.31
17,91,4.9,1.6,8,65,97.17
14,74,4.1,4.6,4,32,59.59
4,92,4.5,1.4,1,50,58.98
12,59,5,7.7,1,53,51.42
1,47,7.5,1.5,9,97,78.44
8,71,4.7,7.4,10,94,86.21
2,52,4.8,10,3,43,36.7
18,92,7,6.4,0,40,63.07
9,42,8.7,2.9,7,44,61.43
16,87,4.5,8.4,10,83,92.5
4,96,7.2,4.5,2,75,70.74
20,88,9,7.5,4,42,81.88
10,94,8.9,5.2,8,72,94.79
1,80,4.6,2.9,7,73,65.4
17,50,7.5,1.2,2,97,91.11
15,73,7.7,5.2,7,37,77.57
15,47,8.7,2,0,100,84.97
4,89,7.1,9.8,2,46,54.5
20,96,7.8,6.7,6,62,94.43
4,74,5,4,3,35,46.47
14,75,8.3,9.1,0,53,65.39
18,40,7.4,7.4,5,75,79.07
17,42,4.1,6.9,10,67,79.15
5,53,8.4,9.7,2,45,42.22
2,90,9,6.4,6,100,81.33
15,56,6,5.2,6,86,88.29
12,44,6.2,7.2,3,76,68.6
5,45,5.6,7.6,6,68,62.15
13,44,4,9.3,3,55,52.97
17,89,5.3,8,4,57,80.14
4,79,6.7,3,2,66,62.09
10,72,4.3,1.2,4,43,65.82
20,91,8,8.3,5,59,83.21
4,63,8.6,4.4,5,100,84.54
10,65,7.6,3.2,10,72,84.76
18,45,4.5,3.9,1,65,72.9
14,56,7.8,2.4,8,84,97.43
4,60,6.4,6,5,44,46.92
3,97,6.2,5.4,1,47,48.6
12,88,6.8,5.6,5,76,81.08
13,94,8.7,1.4,10,89,100
13,41,4.8,8.1,6,77,74.67
14,89,6.3,2.3,5,38,74.01
1,69,5,8.4,7,45,48.09
9,88,7.3,5.8,10,59,83.83
2,53,4.5,3.9,3,97,57.34
6,96,6.2,8.4,4,94,82.6
15,82,4.9,1.4,9,52,86.07
13,83,6.6,9.8,7,53,75.63
10,42,6.2,4.9,2,31,44.18
13,83,5,5.3,1,56,70.87
7,86,6.7,9.3,7,83,81.64
12,78,4.6,9,6,94,88.85
20,43,6,7,0,63,66.35
17,65,7,3.1,0,72,79.21
8,56,4,8.1,10,97,88.82
20,89,4.7,2.8,6,40,89.77
11,78,8.3,4.9,4,31,60.03
11,66,6.3,7.6,8,89,86.16
11,62,5.3,4.9,1,33,45.75
17,56,4.7,2.6,3,81,84.53
5,69,7.6,2.6,2,52,61.79
5,70,4.5,7.9,7,77,70.51
16,67,7,9.7,1,84,71.22
10,50,7.1,5.9,1,66,55.94
18,65,6.9,3.1,5,52,85.51
14,77,4,6.3,2,53,58.71
6,87,6.1,9.6,9,100,82.44
9,51,7.4,3.4,1,37,47.8
1,95,4.4,5.2,0,57,51.8
3,65,8.6,5,0,73,57.49
2,58,6.9,2.9,6,88,67.48
9,64,6.9,8.7,7,50,65.24
15,67,8.9,9.2,0,99,77
19,42,7.7,7.8,5,63,71.37
12,79,7.6,8.4,8,71,79.77
20,54,7.7,3,7,50,91.04
16,51,6.7,1.8,9,45,84.66
8,62,7.3,3.7,9,84,80.67
14,85,6.1,4.6,5,51,75.81
6,75,7.2,4.2,3,92,72.77
19,63,4.1,7.5,8,99,98.09
1,66,7.7,9.9,6,32,39.38
18,40,7.3,9.3,9,51,77.8
6,51,7.9,9.1,4,60,56.37
9,56,6.7,9.2,9,58,65.42
6,62,8.8,3.2,2,30,53.75
8,62,4.3,2.4,5,72,68.19
2,47,7.1,7.6,5,66,51.01
2,54,8.3,6.2,8,66,66.6
7,79,5,8,3,50,52.38
8,65,8.6,6.3,2,30,52.41
1,62,6.8,7.7,10,59,58.53
9,88,5.4,2.5,9,37,73.41
11,88,7,3.8,9,47,87.12
4,49,5.2,5.5,3,39,40.96
10,77,5.9,2.4,0,79,66.72
9,81,4.5,2.8,7,73,82.42
4,77,4.7,4.6,1,59,47.29
12,54,7.6,2.2,6,65,77.3
5,82,8.3,6.7,6,62,67.86
5,84,4.1,6.6,1,87,67.52
8,41,4,6.3,10,98,86.78
11,95,4.7,1.5,2,43,60.74
8,95,5.7,1.1,1,64,65.81
5,46,6.9,1.9,3,36,46.59
15,71,8.6,5.1,2,63,74.66
5,63,7.5,3.3,2,49,58.6
17,74,5.2,8.4,10,71,94.64
18,90,4.5,2.6,0,68,82.76
16,71,4.2,5.4,6,55,82.13
8,88,4.9,6.3,8,85,83.43
12,95,7.1,1.5,5,89,97.97
10,67,5.4,9,5,94,81.26
12,87,6.6,2.7,8,51,88.64
11,84,6.2,8.1,2,81,77.1
1,87,6.5,4.6,2,51,49.6
7,95,7.9,8.9,5,40,65.26
13,50,6.8,2.6,5,31,64.02
18,51,5.8,8.2,10,81,88.93
10,68,4.9,4.7,9,62,82.35
1,45,8.3,2.5,2,61,54.07
3,58,6.8,2.6,0,31,38.23
14,65,4.9,7.2,0,47,53.65
1,56,8.6,9,0,76,46.38
6,44,6.4,3.6,0,32,39.49
20,44,4.2,7.8,9,58,78.19
7,74,7.1,2.2,4,89,74.84
19,54,5.9,1.1,0,83,86.76
17,49,6.3,6.9,5,81,79.18
4,99,7.4,4.8,0,90,76.54
5,65,5.4,7.4,5,31,40.41
11,54,6.3,2.8,6,41,63.7
14,82,4.7,3,1,56,74.54
7,90,6.1,1.1,9,63,81.62
3,67,5.5,9.4,1,79,50.44
10,47,8.6,2.8,2,89,73.91
13,73,5.8,9.6,0,84,73.01
7,90,5.3,3.6,9,35,73.39
14,91,4.3,4,5,42,72.85
15,41,9,8.5,7,54,68.12
6,42,8.4,3.6,3,86,64.67
9,44,7.8,2.5,4,74,68.9
11,90,5,8.4,9,62,80.58
1,50,5.8,3.6,8,77,68.7
13,93,7.8,4.8,9,35,78.48
15,51,5,4.9,4,38,62.18
1,78,5.7,5.5,5,70,61.12
9,51,4.5,7.5,3,71,62.51
20,41,8.2,1.3,3,91,92.19
9,83,6.1,3.7,10,82,95.51
10,54,6.3,9.6,8,63,66.57
15,43,6,4.4,8,87,92.57
12,96,6.1,9.1,7,46,76.17
13,88,5.2,6,1,77,76.65
3,73,5.9,5.7,9,34,62.79
5,68,6.4,7.3,9,44,56.41
17,59,5.7,7.3,10,79,87.64
8,63,6.1,8.9,0,73,60.16
8,85,5.2,3.4,6,95,84.24
1,65,6.4,5,3,32,43.64
16,84,8,9.1,8,47,78.1
6,66,6.1,8.7,9,65,73.23
20,41,7.9,5.1,10,94,100
7,72,7.8,7.1,0,79,62.01
7,76,6.1,3.7,2,95,77.84
17,88,6.4,4.6,5,71,94.16
10,76,4.7,8.5,7,37,58.49
18,67,7.8,7.9,8,81,97.4
15,41,6,2.9,0,38,51.08
6,76,8.7,7.1,0,90,63.64
19,77,4.9,8.5,9,40,83
19,92,6.7,2.4,1,49,77.96
11,96,7.8,8,3,89,79.15
1,74,6.1,8.5,9,63,59.88
19,58,4.8,2.9,9,98,100
8,96,4.4,7.9,5,68,73.83
20,84,4.1,3.5,9,83,100
13,78,4.9,6.6,8,86,86.56
12,56,9,5.8,4,59,70.14
17,87,7.9,6.9,3,36,73.2
3,69,7.6,2,7,94,86.19
1,64,7.2,9.6,4,58,50.67
11,96,7.2,6.2,0,43,58.7
9,96,7.9,9.3,10,48,83.7
17,45,5.6,2.8,7,35,65.44
2,99,7,2.4,10,68,77.46
2,53,4.2,6.7,0,96,54.68
3,69,4.8,2.4,2,83,63.31
10,93,5.5,5.7,0,32,51.44
17,72,7.3,9.7,9,53,85.26
15,80,5.4,1.7,8,30,75.96
19,83,4.6,6.4,6,44,75.23
16,65,6,1.1,0,97,80.75
1,55,7.1,5.1,10,52,67.4
14,52,7.4,8.9,4,64,65
20,64,7.2,2.7,4,72,95.52
16,97,4,2.6,4,48,76.03
12,53,6,1.2,1,49,64.53
15,63,5.2,2.6,4,87,84.35
2,55,7.1,6.8,7,30,41.45
10,55,5.9,2.2,4,35,54.65
8,84,7.8,3.3,1,98,84.24
12,89,8.7,7.1,3,81,86.51
9,93,8.4,5.6,2,45,61.86
19,68,9,3.2,5,65,95.37
13,66,4.8,2.8,2,59,66.09
13,65,8,6.4,9,97,96.44
19,44,4.6,6.2,9,92,100
6,48,7.7,9.6,2,97,62.48
6,66,6.8,2.2,6,83,76.64
15,100,8.7,6.3,2,54,82.35
13,79,8.9,9.2,9,49,81.19
20,90,8.8,5.9,3,71,95.18
16,95,8.9,6,7,93,100
6,63,8.6,4.9,4,45,53.93
17,51,4.2,9.5,4,61,62.14
7,78,6.6,2.7,9,40,66.88
5,65,4,1,1,67,54.12
15,99,6,8.6,1,69,78.54
8,94,4.2,3.6,9,39,68.95
4,41,5,8.3,7,71,53.58
18,70,4.7,6.3,8,85,97.17
13,59,4.8,8.1,2,67,68.01
11,79,8.8,6.8,0,96,74.6
11,93,5.2,6.1,7,84,88.03
4,79,8.7,6,9,81,77.89
19,100,8.9,8,0,77,85.81
5,96,4,5.3,5,61,67.94
1,68,7.1,4.7,8,85,74.78
16,49,7.8,6.9,10,67,91.7
1,59,5.2,9.5,7,62,48.64
6,60,5.1,1.7,3,91,73.35
11,94,6,1.1,7,92,98.25
6,44,6.5,9.7,0,58,40.33
19,88,7.3,9.7,2,72,86.76
19,78,7.6,6.3,8,91,100
15,42,4.9,7.6,4,69,64.98
15,58,6.7,1,4,93,89.22
15,87,8.8,4.7,2,58,75.49
3,99,8.8,1,7,82,84.87
20,44,7.9,6.7,8,75,86.46
8,82,4.8,5.8,5,40,56.68
13,52,8.9,1.3,1,75,74.19
12,62,6.7,1.7,1,71,75.18
15,56,5.4,8.2,6,76,75.37
4,98,6,6.8,7,30,52.91
1,77,5.2,8.5,0,69,43.92
10,47,6.7,9.9,3,99,66.89
3,91,6.7,7.1,9,78,77.91
6,89,8.7,7.6,3,95,77.15
18,75,6,9.5,10,32,80.17
18,74,4.1,4.5,2,73,74.61
13,58,7.5,7.4,3,56,67.27
11,86,6.1,2.8,3,89,82.32
1,72,8.5,9.1,6,92,65.11
20,75,6.4,9.7,9,51,81.42
4,78,7.5,1.8,10,66,85.49
3,45,5,8.7,2,79,47.59
4,61,6.7,6,8,36,53.4
13,55,4.9,2.1,9,81,83.62
15,91,7.4,9.9,2,32,59.19
20,97,6.4,1.1,7,64,100
9,58,6.4,7.3,0,98,69.73
5,98,7.2,2.8,7,38,65.91
3,92,7.1,4.1,3,64,63.17
16,91,5.9,4.7,6,53,80.51
19,64,8.6,4.3,0,47,72.31
3,87,6.7,1.1,5,92,84.75
15,40,5.1,4.5,6,36,59.69
2,65,5.2,4.6,3,85,65.44
12,42,4.6,5.8,10,41,68.38
14,57,8.2,6.6,9,45,70.42
7,77,4.2,2.1,2,37,55.56
8,80,4.1,4.3,0,63,55.89
7,89,8.7,7.8,9,89,93.14
12,54,8.3,6.2,2,80,66.16
20,85,6.7,1.4,7,74,100
16,99,5.5,3.9,4,47,73.58
10,87,6.8,6.4,4,72,72.81
3,47,6.8,6.7,1,100,61.05
12,80,5.8,2.9,4,72,78.44
13,50,8.3,6.4,10,77,84.15
16,79,6.5,3.8,6,78,86.29
14,46,8.1,8.6,4,99,81.1
15,40,5.5,8.8,2,83,72.72
13,41,4.7,4.2,1,76,63.84
1,44,5.9,2.8,0,38,31.27
3,67,6.5,1.8,6,36,53.01
15,76,4.3,2.2,4,68,75.36
8,77,5.6,5,4,37,59.09
9,86,7.7,2.9,10,70,93.67
15,77,4.3,7.5,1,40,60.71
17,80,6.9,4.6,4,81,91.35
14,61,5.9,2.1,3,54,74
20,71,5.3,7,7,80,95.07
1,63,7.4,1.4,2,61,59.46
16,94,6.4,7.6,8,63,87.31
1,91,7.2,6.1,2,33,45.63
14,71,5.2,2.7,2,91,79.64
5,53,6.8,8.7,4,63,48.69
18,98,4.7,3.2,2,80,95.56
15,64,7.1,6.3,2,63,66.3
16,98,5.2,9.4,2,58,75.59
11,81,4.7,2.2,10,53,77.65
4,56,7.4,1,6,54,59.42
6,73,5.4,2.2,4,93,79.45
20,77,6.6,9,0,91,82.55
11,95,4.4,8.6,5,46,71.09
2,98,8.6,3.9,9,38,65.34
8,47,4.1,7.4,6,66,66.69
7,83,4.8,8,6,49,66.77
16,68,6.3,3,1,83,85.6
17,84,8.8,9.6,6,68,90.62
1,99,8,1,8,76,77.48
13,91,4.2,6.5,2,94,86.34
5,80,5.4,7.6,0,90,65.87
10,86,4.3,9.1,4,32,56.26
14,70,7.9,4.3,2,84,81.12
5,63,6.8,1,6,50,57.78
2,55,7.5,2.7,8,75,72.26
13,96,8.8,3.4,6,39,76.85
15,57,5.6,5.4,9,56,75.52
7,77,7.5,6.1,7,99,90.15
20,90,4.4,6.4,8,84,96.99
20,96,5.6,3.8,4,56,83.84
14,89,8.4,3.7,2,46,75.37
19,56,8.5,1.9,1,50,75.62
19,85,8.7,5.8,10,39,93.92
4,61,7.1,6.1,5,59,55.29
1,84,4.4,7.2,6,50,49.43
7,92,7,5.8,4,93,79.7
6,61,6,5.1,8,92,75.52
17,89,6.5,2.3,2,56,79.45
18,81,6.4,4,8,67,90.14
17,43,5.9,1.7,3,62,73.94
12,65,5.5,7.7,9,98,97.82
9,65,4.1,7.1,8,84,81.01
20,57,6.8,8.2,3,99,87.31
1,94,7.1,9.3,2,55,49.36
4,43,8.2,1.5,2,83,57.69
13,48,4,4.8,5,70,73.29
17,66,8.8,4,10,96,100
11,60,7.8,4.2,7,75,77.26
6,56,6.4,3.5,0,36,40.22
15,61,6.6,8.3,8,46,70.86
2,62,4.4,4.4,4,71,51.86
6,97,5.3,3.7,1,95,77.17
16,99,5.5,2.3,3,55,82
18,67,4.1,8,5,90,92.08
3,68,4.1,3.2,3,35,48.4
10,91,8.7,2.4,3,95,92.11
2,51,4.2,7.2,0,99,54.53
18,54,4.2,6.5,4,38,59.59
19,40,6.9,4.9,1,90,81.24
19,96,6.4,8.6,5,49,82.84
4,53,5.8,6.5,8,31,47.3
2,69,5,7.8,6,92,66.04
17,40,6.9,5.5,10,58,84.36
1,96,5.7,8.5,8,35,51.12
14,40,4.8,6.6,4,48,59.97
2,91,5.2,1.8,8,47,64.58
9,79,8.2,1.2,3,69,71.93
8,46,6.8,5,7,90,75.49
14,69,5.8,4.3,1,69,65.51
14,87,5.3,9.2,8,50,73.93
17,73,7.8,2.2,9,70,100
17,95,6,5.6,4,43,77.7
6,55,7.2,3,6,33,57.63
12,86,6.7,7.4,4,51,68.85
16,58,8.6,2.9,7,54,85.32
13,65,4.9,6.3,10,41,72.19
17,99,8.5,7.9,7,99,100
10,89,4.7,4.4,5,73,79.45
14,79,6.7,8.5,6,49,69.92
15,86,4.7,6.9,1,87,81.24
19,41,8.9,9,3,90,85.18
19,43,4.2,8.3,6,70,81.08
18,80,7.2,1.5,8,65,100
15,77,5.6,3.3,10,86,100
11,60,5,5.7,8,99,90.49
2,93,6.3,2.9,8,38,61.94
3,60,6.5,1.5,9,68,71.24
20,88,7.6,4.5,6,100,100
9,75,6.6,4.7,8,32,70.2
1,83,6.4,1.7,3,81,69.41
6,47,8.7,8.1,9,33,57.67
11,87,4.4,8.9,8,42,64.89
19,81,7.9,5.7,6,42,82.66
5,92,8,6.8,7,30,65.68
13,85,7.8,9.7,0,45,52.97
19,48,5.1,8,9,48,76.27
20,97,5.2,3.5,8,85,100
20,97,6.3,1.4,5,35,84.46
11,69,6.6,4.7,8,58,83.73
7,61,5.8,5,7,86,74.34
4,89,4.9,8.2,3,42,47.2
11,80,4.2,8.6,5,86,80.45
2,62,4.6,1.8,7,58,61.02
9,56,4.2,4.3,8,98,81.55
3,59,4.3,9,0,43,35.64
8,81,8,8.7,3,81,72.58
15,47,5.6,7.8,8,39,69.29
19,80,6.2,8.9,9,87,100
5,54,7.2,3.7,10,64,71.83
17,58,5.3,9.8,9,67,77.46
8,92,7.9,7.5,6,68,81.15
3,67,5.1,2.2,5,91,69.19
16,72,7.3,8.8,5,93,88.55
6,78,8.6,7,10,86,85.02
17,65,8.8,8,3,34,60.15
3,61,6.8,9.3,10,68,69.52
8,54,4.9,1.8,5,38,56.38
9,74,5.2,4.9,6,33,65.1
7,59,5.5,4.5,7,62,66.22
4,62,7.7,6.2,8,66,70.34
16,57,7.7,9.3,9,44,74.69
15,40,5.7,9.5,2,39,50
4,65,6.8,1.6,4,42,51.15
10,93,5.4,5.3,0,62,68.04
7,84,6.4,5,0,46,53.68
5,74,6,7,3,55,58.05
1,91,4.8,9.7,10,74,77.54
1,76,7.6,6.3,2,44,46.01
7,66,5.9,5.1,9,78,85.86
14,67,8.8,1,5,80,95.29
9,51,8.1,9.3,2,46,45.07
8,57,7.1,5.9,1,56,56.17
14,75,5.1,4.8,5,32,60
15,79,4.4,2.3,4,65,83.8
4,57,5.5,6.6,3,61,54.57
12,44,6.3,8.7,5,85,77.44
5,95,8,8.3,1,100,73.35
16,88,4.6,3,9,75,100
13,97,7.1,4,9,50,89.74
16,83,6.2,8.7,4,41,66.27
2,41,5.1,8.7,8,71,50.7
6,87,8,4.1,3,64,71.8
9,96,6.7,5.3,2,98,88.77
8,76,4,5.2,3,59,55.59
12,57,5.9,7.7,1,77,66.87
10,77,8.1,2.3,1,44,58.6
19,69,6.6,5.2,5,57,77.03
1,58,4.1,3.9,3,86,57.97
14,67,4.5,2.7,8,77,88.87
2,46,7.6,5.8,3,40,38.16
19,45,5.6,9.4,4,59,68.67
18,66,4.9,1.9,0,92,87.86
3,75,6.3,1.4,10,81,85.38
11,67,5.5,4,7,36,64.53
18,81,8.2,2.3,6,55,86.92
3,63,8.7,2.6,3,31,45.94
2,51,5,2.7,8,85,75.14
11,98,7.5,7.1,2,51,65.16
4,46,5.4,2.4,6,82,67.34
4,60,4.4,3.9,9,48,55.61
13,67,8.5,2.9,8,48,75.89
5,57,4.2,9.9,3,46,38.1
6,43,5.9,2.3,0,42,46.86
20,88,4.2,1.7,3,62,87.15
7,54,6.9,2.7,10,52,70.74
17,64,8.8,2.1,3,50,73.48
20,56,5.7,8.7,10,66,88.54
7,59,4.9,4.6,4,86,68.87
1,51,5.3,5.6,6,54,47.02
2,86,8.1,9.6,3,85,68.22
16,80,8.5,8.4,4,100,96.24
12,51,7.1,8.5,5,81,78.19
3,61,7.4,10,6,77,66.4
19,94,4.3,5.4,6,50,83.4
8,95,7.2,1.5,6,83,86.89
9,70,7.9,4.3,3,81,79.37
12,50,5.4,5,4,80,71.99
11,82,5.2,2.9,9,82,88.47
19,75,8.4,7.7,2,67,77.26
13,71,8.6,2.4,1,73,76.27
6,81,6.3,6.8,6,55,68.15
18,99,5.1,3.4,10,66,100
11,72,7.7,3.2,9,33,72.5
4,65,7.7,2.3,9,90,86.07
8,79,7,9,8,39,63.33
12,95,5.1,9.5,1,42,56.09
17,81,5,5.2,0,61,65.23
7,70,4.7,1.5,2,30,53.86
9,74,7.1,8.3,8,32,63.29
5,64,7.7,6.2,1,46,52.89
10,65,7.9,6.3,4,86,76.39
11,81,5.4,2.3,9,51,79.79
10,62,7.8,2.8,3,43,60.38
19,95,8,6.7,4,31,72.93
19,56,6.5,7,10,44,79.08
14,84,8.6,7.5,9,88,94.88
14,68,8.9,1.2,10,100,100
11,54,7,1.3,6,43,63.54
19,41,4.6,8,3,64,71.25
2,88,7.8,2.8,3,64,69.42
7,70,8.6,4.8,7,56,76.8
9,74,8,3.5,9,99,100
9,45,7.6,9.6,6,93,75.88
2,44,9,9.2,1,43,33.81
10,77,7.3,6.3,10,40,77.97
2,94,5.6,9.1,2,34,37.93
18,93,8.4,8.7,1,81,91.22
2,87,8.8,8.9,9,35,57.17
5,47,8.8,7.9,4,94,73.05
11,59,6.8,9,0,56,50.64
3,67,4.3,5.3,10,42,59.74
19,46,5,5.9,0,40,53.99
16,46,8.3,9,7,44,65.9
5,90,7.5,6.2,4,32,60.36
10,97,6.3,8.8,2,96,81.48
3,58,4.5,2.2,8,88,79.21
10,60,4.7,5.4,1,57,60.88
16,94,6.6,5.4,4,84,88.67
3,55,6.8,9.7,0,93,51.53
4,82,8.9,2.1,9,66,77.31
5,47,5.7,8.9,1,60,38.38
11,53,5.7,4.7,10,85,93.48
6,64,4.3,5.9,5,73,60.47
11,51,7.8,5.5,4,39,51.53
12,58,6.4,8.3,7,99,88.05
20,57,6.6,9.2,5,84,86.26
10,72,6.9,9.5,3,37,47.55
4,77,9,7.3,5,85,73.17
13,53,5.8,8,4,48,63.93
6,68,7.2,1.8,2,79,67.69
12,65,5.8,3.3,0,90,68.18
2,45,5.5,10,4,44,41.32
1,92,5.9,6.8,6,53,56.31
17,68,7.9,1.9,0,30,67.7
14,66,6.7,1.5,4,42,69.47
18,49,4,4.7,3,94,86.19
4,62,8.4,6.9,2,59,48.39
5,51,4.9,2.4,0,98,60.26
11,95,4.8,2.7,9,68,84.69
9,45,4.2,7.8,4,87,66.85
4,54,5.9,8,1,61,43.34
1,92,8.3,8,3,70,66.67
15,99,4.7,7.9,8,46,86.07
1,90,8.6,3.6,10,76,88.6
18,42,7,5.2,3,33,56.03
18,41,8.3,1.2,4,43,73.47
11,55,5.5,6.5,2,95,75.88
4,99,7.3,3.6,8,82,89.91
10,86,8.4,2.2,0,52,60.2
17,83,6.8,6.5,0,79,76.17
12,71,8.9,6,0,59,63.61
19,89,4.6,2.3,3,86,91.98
8,92,7.6,6.4,0,70,69.49
18,60,8.8,9.2,5,69,84.33
1,74,7.8,2.7,0,83,61.09
14,76,7.2,7.2,5,49,72.28
18,67,4.1,1.6,0,79,76.65
15,55,5.2,7.8,5,86,84.81
3,65,5.6,5,1,58,46.89
18,44,5.5,9.1,0,47,52.59
1,72,5.4,5.3,6,50,55.56
13,58,5.3,5.1,7,53,69.74
1,74,5.4,2.7,2,62,49.07
10,72,4,1.3,1,88,76.41
10,47,7.6,4.1,6,43,60.1
11,60,6.3,8.6,9,33,62.07
16,76,8,1.1,4,51,79.13
2,55,9,2.9,10,48,67.3
11,83,7,4.2,3,40,61.92
18,98,8.1,5.7,3,35,73.47
5,78,6.2,2.7,9,41,67.25
4,71,5.5,2.4,2,46,45.07
3,66,6.3,9.3,2,45,39.97
8,77,4.9,4.7,9,56,74.33
1,65,5.1,2.1,5,34,52.02
4,93,5.2,2.4,0,68,60.67
12,40,4.9,1.4,1,36,44.35
8,81,5.2,4.4,3,92,78.74
3,78,4.3,1.5,0,53,51.36
11,67,4.5,2.3,5,78,81.14
9,84,6.5,5.6,5,75,83.34
10,40,7.6,6.2,9,48,63.64
10,90,7.9,7.5,3,47,67.79
3,64,7.3,5.2,8,39,54.68
13,58,6.2,3.6,3,86,72.99
4,79,5.5,7.8,3,43,53.39
